Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff,SourceYear
2021-07-13,16,20386,512,1131,1416,1119,7829,1267,85,4265,729,2073,20426,40,2021
2021-07-13,17,20748,520,1116,1466,1197,7777,1285,90,4282,725,2116,20574,-174,2021
2021-07-13,18,20277,525,1106,1440,1254,7604,1287,91,4172,697,2104,20281,4,2021
2021-07-13,19,19824,535,1110,1396,1246,7349,1291,84,4069,663,2072,19815,-9,2021
2021-07-13,20,19408,574,1087,1357,1175,7194,1255,89,3933,622,2032,19317,-90,2021
2021-07-13,21,18970,582,1112,1311,1123,7046,1199,88,3808,597,1981,18846,-124,2021
2021-07-13,22,17580,576,1118,1192,1003,6639,1103,86,3567,565,1864,17711,131,2021
2021-07-13,23,16108,556,1108,1089,888,6096,970,81,3282,495,1714,16279,170,2021
2021-07-13,24,14955,533,1093,988,808,5639,865,78,3073,471,1597,15146,191,2021
2021-07-14,1,14273,522,1054,912,778,5298,791,79,2922,449,1525,14331,58,2021
2021-07-14,2,13701,508,1052,866,760,5051,742,78,2839,427,1481,13805,104,2021
2021-07-14,3,13614,491,1027,847,753,4932,718,79,2838,415,1450,13552,-62,2021
2021-07-14,4,13484,410,1033,851,770,4885,719,80,2801,418,1446,13413,-71,2021
2021-07-14,5,13749,387,1018,878,781,5010,744,81,2894,410,1490,13693,-56,2021
2021-07-14,6,14475,380,1002,941,841,5280,809,82,3030,457,1595,14417,-57,2021
2021-07-14,7,15668,386,995,1030,898,5870,920,87,3293,489,1719,15687,20,2021
2021-07-14,8,16895,405,1019,1111,930,6452,997,90,3520,529,1817,16871,-24,2021
2021-07-14,9,17735,414,1014,1167,945,6883,1036,91,3656,569,1864,17639,-97,2021
2021-07-14,10,18205,410,1040,1241,880,7243,1052,92,3816,600,1891,18265,60,2021
2021-07-14,11,18791,405,1024,1290,854,7586,1074,92,3979,620,1944,18869,78,2021
2021-07-14,12,19306,403,1043,1321,840,7872,1107,90,4106,642,1994,19416,111,2021
2021-07-14,13,19582,400,1017,1346,783,8061,1132,89,4195,655,2069,19747,165,2021
2021-07-14,14,19964,402,1096,1370,788,8162,1189,93,4239,668,2093,20100,136,2021
2021-07-14,15,20265,402,1125,1412,846,8266,1203,97,4261,672,2130,20416,150,2021
2021-07-14,16,20999,430,1131,1464,969,8367,1285,97,4376,676,2184,20978,-20,2021
2021-07-14,17,21368,435,1116,1502,1125,8377,1392,96,4456,662,2242,21404,36,2021
2021-07-14,18,21335,442,1113,1483,1244,8270,1457,96,4452,670,2260,21487,152,2021
2021-07-14,19,21019,456,1123,1464,1309,8007,1468,96,4412,655,2230,21220,201,2021
2021-07-14,20,20408,459,1140,1392,1254,7697,1431,96,4316,637,2157,20579,170,2021
2021-07-14,21,19905,466,1098,1340,1189,7526,1381,93,4173,618,2124,20007,102,2021
2021-07-14,22,18693,495,1051,1241,1102,7140,1247,85,3931,569,2014,18875,182,2021
2021-07-14,23,17161,491,1029,1122,1014,6562,1085,81,3578,489,1850,17301,140,2021
2021-07-14,24,15767,467,981,1015,921,6019,939,76,3284,484,1691,15876,109,2021
2021-07-15,1,14746,453,1009,945,879,5545,852,73,3087,458,1581,14882,136,2021
2021-07-15,2,14142,441,1028,884,856,5273,799,74,2925,481,1534,14294,152,2021
2021-07-15,3,13741,428,1022,876,829,5067,764,75,2824,460,1505,13850,108,2021
2021-07-15,4,13497,427,1005,862,791,4990,759,73,2783,460,1482,13633,136,2021
2021-07-15,5,13664,421,947,877,806,5086,778,73,2830,459,1495,13773,109,2021
2021-07-15,6,14366,424,980,953,833,5383,834,73,2974,500,1570,14522,156,2021
2021-07-15,7,15619,443,1029,1049,874,5985,928,77,3315,487,1691,15879,260,2021
2021-07-15,8,17003,446,1060,1153,884,6602,1025,77,3589,537,1783,17157,153,2021
2021-07-15,9,17705,402,1041,1248,838,7024,1086,75,3806,565,1847,17933,229,2021
2021-07-15,10,18316,406,1080,1331,806,7374,1125,75,3912,602,1908,18620,304,2021
2021-07-15,11,19150,408,1102,1379,819,7834,1187,78,4053,618,1983,19461,311,2021
2021-07-15,12,19696,408,1116,1444,841,7994,1220,78,4095,652,2085,19934,238,2021
2021-07-15,13,19786,407,1061,1458,826,8032,1247,80,4136,663,2112,20022,236,2021
2021-07-15,14,20041,416,1026,1474,852,8130,1264,80,4196,675,2165,20278,237,2021
2021-07-15,15,20345,419,980,1489,913,8257,1253,81,4200,676,2162,20430,84,2021
2021-07-15,16,20744,414,1003,1460,1040,8284,1266,78,4226,679,2223,20672,-72,2021
2021-07-15,17,20971,406,1005,1462,1126,8213,1306,87,4280,678,2202,20765,-205,2021
2021-07-15,18,20473,425,977,1392,1170,8024,1307,93,4176,673,2189,20426,-47,2021
2021-07-15,19,19945,452,1019,1360,1185,7756,1277,94,4211,665,2180,20199,254,2021
2021-07-15,20,19519,477,1048,1348,1160,7528,1242,90,4117,631,2135,19777,258,2021
2021-07-15,21,19206,495,1111,1298,1148,7357,1200,89,4024,605,2104,19431,226,2021
2021-07-15,22,18149,508,1119,1223,1088,6927,1107,88,3742,578,2010,18390,242,2021
2021-07-15,23,16698,485,1058,1126,964,6305,979,84,3441,531,1873,16847,149,2021
2021-07-15,24,15556,490,1036,1037,863,5776,872,81,3172,485,1739,15551,-5,2021
2021-07-16,1,14412,483,1018,954,824,5379,799,78,3001,459,1641,14635,223,2021
2021-07-16,2,13826,477,1025,914,785,5092,752,76,2900,440,1580,14041,215,2021
2021-07-16,3,13336,469,995,852,764,4890,718,78,2839,434,1531,13568,232,2021
2021-07-16,4,13208,465,973,837,767,4837,715,77,2797,417,1522,13407,199,2021
2021-07-16,5,13363,464,910,847,814,4941,735,78,2806,421,1547,13563,199,2021
2021-07-16,6,14038,467,941,896,853,5184,782,80,2953,433,1616,14206,167,2021
2021-07-16,7,15227,453,959,974,908,5668,865,86,3218,474,1700,15305,78,2021
2021-07-16,8,16045,472,977,1022,876,6153,916,88,3380,509,1775,16167,122,2021
2021-07-16,9,16599,474,988,1062,858,6508,933,91,3532,539,1829,16814,216,2021
2021-07-16,10,17215,472,985,1113,824,6803,940,90,3730,563,1862,17382,167,2021
2021-07-16,11,17675,470,993,1141,789,7055,965,88,3772,578,1886,17737,62,2021
2021-07-16,12,17767,474,989,1167,756,7190,992,87,3801,589,1911,17957,190,2021
2021-07-16,13,17855,483,1006,1184,771,7219,1006,88,3850,591,1911,18109,254,2021
2021-07-16,14,18045,494,1012,1219,828,7202,1049,90,3871,582,1877,18224,179,2021
2021-07-16,15,18138,493,1016,1247,907,7173,1080,90,3837,576,1848,18267,129,2021
2021-07-16,16,18286,491,1061,1265,1009,7167,1109,92,3756,583,1860,18394,108,2021
2021-07-16,17,18338,502,1037,1276,1097,7062,1160,94,3738,563,1877,18406,68,2021
2021-07-16,18,17866,514,1084,1228,1126,6792,1169,93,3609,548,1841,18004,139,2021
2021-07-16,19,17313,548,1083,1173,1136,6563,1155,90,3556,532,1814,17648,335,2021
2021-07-16,20,17059,549,1087,1151,1124,6390,1141,87,3465,525,1784,17303,244,2021
2021-07-16,21,17012,531,1095,1149,1090,6365,1127,86,3379,516,1766,17103,91,2021
2021-07-16,22,15968,516,1094,1064,1011,6061,1038,83,3210,477,1657,16212,243,2021
2021-07-16,23,14758,484,1035,989,951,5633,916,80,2963,433,1549,15034,275,2021
2021-07-16,24,14000,468,1003,922,889,5246,807,77,2749,403,1485,14049,49,2021
2021-07-17,1,13101,455,963,859,833,4932,732,74,2619,378,1423,13266,165,2021
2021-07-17,2,12634,463,952,824,793,4710,687,74,2503,366,1385,12756,122,2021
2021-07-17,3,12260,466,914,793,778,4573,664,71,2435,356,1365,12416,156,2021
2021-07-17,4,12088,459,914,780,771,4506,655,70,2429,349,1355,12289,202,2021
2021-07-17,5,12108,451,894,766,774,4473,658,71,2508,343,1352,12290,182,2021
2021-07-17,6,12327,442,883,787,787,4569,681,73,2515,339,1378,12456,129,2021
2021-07-17,7,12687,448,839,840,822,4749,734,78,2559,368,1427,12864,177,2021
2021-07-17,8,13562,463,866,895,866,5059,809,81,2741,400,1491,13672,110,2021
2021-07-17,9,14550,478,890,954,900,5379,880,88,2871,434,1523,14397,-153,2021
2021-07-17,10,14994,486,901,1017,918,5638,911,91,2952,463,1559,14935,-59,2021
2021-07-17,11,15249,505,904,1050,917,5830,939,90,2966,457,1505,15162,-87,2021
2021-07-17,12,15341,511,921,1073,931,5844,956,88,3023,461,1483,15289,-51,2021
2021-07-17,13,15104,515,945,1091,928,5828,945,87,2994,458,1508,15300,196,2021
2021-07-17,14,15162,525,965,1128,912,5806,956,86,2993,472,1545,15387,225,2021
2021-07-17,15,15143,537,967,1133,912,5727,950,88,2913,451,1594,15273,130,2021
2021-07-17,16,15464,550,1004,1194,951,5745,989,92,2970,455,1675,15624,160,2021
2021-07-17,17,15900,561,1033,1193,1036,5751,1063,94,3008,459,1789,15986,86,2021
2021-07-17,18,15997,568,1051,1188,1060,5726,1093,95,3045,455,1841,16121,124,2021
2021-07-17,19,15915,567,1065,1178,1064,5674,1102,93,3021,458,1833,16055,140,2021
2021-07-17,20,15862,561,1159,1147,1060,5623,1080,90,2977,451,1780,15926,65,2021
2021-07-17,21,15796,550,1151,1126,1035,5649,1066,91,2956,456,1726,15806,10,2021
2021-07-17,22,15104,547,1067,1072,973,5435,987,88,2843,441,1642,15096,-7,2021
2021-07-17,23,14182,530,1030,1007,914,5164,882,83,2679,392,1543,14223,41,2021
2021-07-17,24,13333,509,1064,899,843,4866,781,81,2519,361,1454,13376,44,2021
2021-07-18,1,12706,497,1039,853,788,4619,721,80,2383,347,1387,12713,7,2021
2021-07-18,2,12277,485,1007,825,764,4415,686,77,2318,370,1340,12288,11,2021
2021-07-18,3,11915,477,973,808,751,4293,663,77,2336,361,1304,12041,127,2021
2021-07-18,4,11766,461,960,796,750,4234,652,76,2287,356,1291,11863,97,2021
2021-07-18,5,11677,457,935,790,743,4218,657,78,2317,357,1296,11848,171,2021
2021-07-18,6,11640,451,848,801,748,4214,665,80,2286,364,1295,11751,111,2021
2021-07-18,7,11914,437,870,836,743,4398,693,84,2363,360,1317,12102,189,2021
2021-07-18,8,12712,458,901,926,725,4678,766,87,2548,408,1386,12883,171,2021
2021-07-18,9,13766,474,925,1012,707,5102,846,90,2800,436,1447,13840,74,2021
2021-07-18,10,14549,481,952,1084,691,5579,910,89,2994,484,1507,14771,222,2021
2021-07-18,11,15458,480,964,1139,669,6046,989,89,3134,499,1577,15586,128,2021
2021-07-18,12,16159,494,990,1164,682,6449,1050,90,3243,520,1658,16339,180,2021
2021-07-18,13,16690,501,1012,1196,719,6722,1078,90,3332,545,1722,16920,229,2021
2021-07-18,14,17260,507,1016,1255,774,6893,1114,92,3453,565,1788,17456,195,2021
2021-07-18,15,17844,514,993,1333,839,6983,1156,91,3588,586,1852,17937,93,2021
2021-07-18,16,18631,513,1044,1378,1000,7117,1225,93,3762,630,1941,18703,72,2021
2021-07-18,17,19507,557,1074,1433,1125,7202,1307,95,3898,647,2033,19370,-137,2021
2021-07-18,18,19433,574,1091,1444,1202,7145,1341,96,3857,653,2033,19435,2,2021
2021-07-18,19,18818,578,1112,1388,1235,6931,1313,92,3737,635,2003,19024,206,2021
2021-07-18,20,18389,580,1200,1347,1214,6691,1262,91,3667,633,1954,18639,250,2021
2021-07-18,21,18227,578,1191,1306,1167,6597,1222,91,3619,598,1911,18279,53,2021
2021-07-18,22,17304,570,1144,1218,1068,6326,1108,87,3387,571,1799,17280,-24,2021
2021-07-18,23,15915,547,1088,1102,972,5900,968,84,3162,497,1667,15987,72,2021
2021-07-18,24,14602,517,1065,980,876,5435,853,82,2940,452,1547,14747,145,2021
2021-07-19,1,13847,496,1032,917,834,5085,784,80,2769,420,1460,13878,31,2021
2021-07-19,2,13134,484,1028,856,805,4817,740,78,2666,398,1406,13277,143,2021
2021-07-19,3,12768,475,1006,840,791,4694,715,78,2577,380,1381,12937,169,2021
2021-07-19,4,12660,454,1008,842,787,4654,715,78,2545,399,1390,12873,213,2021
2021-07-19,5,13142,457,964,864,819,4799,746,79,2644,405,1430,13208,66,2021
2021-07-19,6,13801,470,938,951,847,5092,808,80,2812,400,1516,13914,113,2021
2021-07-19,7,14953,461,957,1024,855,5645,888,87,3099,455,1621,15093,140,2021
2021-07-19,8,16121,485,997,1088,865,6245,965,89,3335,499,1708,16276,155,2021
2021-07-19,9,17342,466,1024,1180,853,6799,1024,90,3516,536,1762,17250,-91,2021
2021-07-19,10,18293,470,1055,1260,845,7343,1079,91,3750,575,1813,18280,-12,2021
2021-07-19,11,19079,477,1057,1332,839,7758,1126,82,3923,627,1868,19088,9,2021
2021-07-19,12,19600,470,1075,1392,821,8055,1164,82,4050,660,1957,19726,126,2021
2021-07-19,13,20106,471,1083,1423,882,8258,1207,92,4198,690,2035,20339,233,2021
2021-07-19,14,20762,464,1088,1441,930,8352,1242,92,4261,692,2104,20666,-96,2021
2021-07-19,15,20844,453,1034,1478,980,8312,1269,91,4298,702,2150,20767,-77,2021
2021-07-19,16,20849,428,1005,1504,1047,8247,1311,94,4289,702,2198,20825,-24,2021
2021-07-19,17,20819,424,1007,1493,1150,8156,1374,92,4260,713,2226,20895,77,2021
2021-07-19,18,20458,436,1015,1438,1202,7972,1395,91,4212,701,2215,20678,219,2021
2021-07-19,19,20568,463,1082,1401,1209,7753,1387,94,4242,684,2226,20540,-28,2021
2021-07-19,20,20341,480,1134,1354,1228,7597,1362,94,4208,655,2204,20314,-26,2021
2021-07-19,21,19923,494,1125,1319,1210,7478,1323,92,4125,658,2167,19992,69,2021
2021-07-19,22,18848,518,1078,1203,1137,7084,1210,89,3882,606,2046,18851,3,2021
2021-07-19,23,17285,507,1019,1114,1028,6559,1045,86,3544,551,1875,17326,41,2021
2021-07-19,24,15958,501,1012,1012,939,6025,922,81,3303,491,1731,16019,61,2021
2021-07-20,1,15008,491,1042,954,881,5624,848,78,3075,468,1641,15102,94,2021
2021-07-20,2,14357,483,1031,879,833,5312,787,76,2963,442,1570,14376,19,2021
2021-07-20,3,13855,471,1012,889,768,5132,749,76,2848,416,1528,13890,35,2021
2021-07-20,4,13668,462,1019,881,799,5038,728,77,2834,407,1510,13756,88,2021
2021-07-20,5,13870,452,989,898,831,5135,751,78,2847,401,1542,13924,54,2021
2021-07-20,6,14526,462,1000,966,847,5377,813,82,2990,422,1615,14575,49,2021
2021-07-20,7,15761,456,995,1067,924,5902,901,86,3268,480,1728,15807,46,2021
2021-07-20,8,16987,480,1024,1118,928,6473,983,89,3529,528,1826,16978,-9,2021
2021-07-20,9,17866,469,1033,1164,891,6978,1052,90,3760,565,1886,17890,24,2021
2021-07-20,10,18947,459,1095,1219,874,7469,1116,88,3961,618,1963,18862,-85,2021
2021-07-20,11,19443,466,1061,1249,856,7834,1105,88,4110,649,2016,19435,-8,2021
2021-07-20,12,19948,473,1053,1306,870,8128,1134,92,4254,672,2078,20061,113,2021
2021-07-20,13,20339,447,1008,1336,883,8266,1219,83,4341,684,2128,20393,54,2021
2021-07-20,14,20413,429,995,1340,961,8301,1257,94,4407,693,2146,20623,210,2021
2021-07-20,15,20756,429,1003,1286,1116,8349,1297,94,4411,697,2190,20870,114,2021
2021-07-20,16,20650,433,983,1236,1141,8088,1209,92,4442,706,2268,20597,-52,2021
2021-07-20,17,20347,406,997,1240,1094,7704,1201,86,4437,693,2355,20214,-133,2021
2021-07-20,18,19206,414,1019,1181,1073,7265,1189,87,4232,656,2278,19393,187,2021
2021-07-20,19,18508,478,1082,1132,1093,7041,1180,88,4022,602,2208,18926,418,2021
2021-07-20,20,18011,510,1152,1095,1083,6748,1142,87,3807,647,2114,18385,374,2021
2021-07-20,21,17505,508,1143,1058,1041,6630,1107,83,3679,621,2012,17881,377,2021
2021-07-20,22,16439,518,1135,988,938,6271,1012,83,3475,560,1857,16837,398,2021
2021-07-20,23,15177,478,1076,900,844,5771,892,79,3191,522,1694,15447,270,2021
2021-07-20,24,13991,481,1031,824,812,5329,790,73,2961,466,1564,14331,340,2021
2021-07-21,1,13285,467,1010,785,801,4985,731,72,2809,418,1453,13531,247,2021
2021-07-21,2,12739,456,998,782,783,4700,689,74,2711,413,1409,13014,276,2021
2021-07-21,3,12367,448,975,771,783,4531,669,75,2644,434,1379,12708,341,2021
2021-07-21,4,12456,442,966,771,787,4471,667,76,2633,411,1383,12604,148,2021
2021-07-21,5,12704,410,942,798,809,4557,689,77,2647,448,1409,12785,80,2021
2021-07-21,6,13165,399,933,838,840,4795,747,78,2759,400,1477,13266,100,2021
2021-07-21,7,14235,409,908,912,860,5282,824,84,2976,440,1563,14259,24,2021
2021-07-21,8,14902,433,927,945,813,5756,850,88,3161,475,1580,15028,126,2021
2021-07-21,9,15232,450,910,989,709,6119,836,89,3293,491,1563,15449,217,2021
2021-07-21,10,15702,450,912,1029,643,6423,829,82,3366,502,1579,15815,113,2021
2021-07-21,11,16051,453,911,1033,629,6654,836,83,3465,520,1607,16190,139,2021
2021-07-21,12,16404,459,914,1047,635,6808,868,83,3552,535,1651,16551,147,2021
2021-07-21,13,16614,456,924,1083,647,6857,883,81,3634,553,1689,16809,195,2021
2021-07-21,14,16903,456,958,1114,657,6901,903,80,3651,569,1699,16987,85,2021
2021-07-21,15,17041,458,945,1153,715,6978,926,81,3683,585,1725,17250,210,2021
2021-07-21,16,17592,455,957,1195,829,7087,965,87,3800,597,1773,17746,154,2021
2021-07-21,17,18226,456,982,1270,953,7164,1073,90,3878,615,1841,18322,96,2021
2021-07-21,18,18369,466,1028,1260,1053,7057,1126,93,3847,624,1888,18443,75,2021
2021-07-21,19,18147,497,1057,1231,1132,6760,1131,92,3759,604,1887,18151,4,2021
2021-07-21,20,17460,492,1120,1140,1098,6410,1099,90,3590,574,1829,17444,-17,2021
2021-07-21,21,16947,490,1133,1134,1024,6246,1071,90,3461,552,1773,16973,26,2021
2021-07-21,22,15966,489,1114,1044,912,5875,977,89,3204,507,1666,15879,-87,2021
2021-07-21,23,14610,469,1075,934,821,5409,847,84,2924,453,1532,14550,-61,2021
2021-07-21,24,13396,447,1060,840,740,5010,758,79,2720,411,1438,13505,109,2021
2021-07-22,1,12717,446,1015,789,722,4691,708,77,2611,381,1386,12826,110,2021
2021-07-22,2,12296,440,1014,769,727,4503,669,76,2496,368,1344,12405,109,2021
2021-07-22,3,12067,434,1005,747,720,4435,650,77,2410,367,1320,12164,96,2021
2021-07-22,4,11986,430,998,721,730,4387,654,77,2452,385,1324,12158,172,2021
2021-07-22,5,12260,421,969,756,747,4513,683,79,2528,372,1370,12438,178,2021
2021-07-22,6,12952,424,962,814,782,4760,738,81,2674,405,1450,13090,138,2021
2021-07-22,7,13865,415,940,898,793,5196,803,87,2888,428,1536,13985,120,2021
2021-07-22,8,14603,443,967,920,746,5631,831,92,3082,470,1568,14751,147,2021
2021-07-22,9,15059,457,996,944,650,6001,848,93,3192,494,1565,15240,181,2021
2021-07-22,10,15584,458,1027,1014,581,6372,850,91,3258,524,1574,15748,164,2021
2021-07-22,11,16126,452,1016,1051,593,6703,868,89,3380,535,1585,16271,145,2021
2021-07-22,12,16639,448,1002,1086,646,6923,925,90,3463,549,1616,16748,108,2021
2021-07-22,13,17102,443,983,1120,664,7047,988,91,3543,568,1655,17101,-1,2021
2021-07-22,14,17287,452,997,1141,724,6967,1001,92,3585,582,1698,17239,-48,2021
2021-07-22,15,17459,455,995,1153,812,7042,987,95,3613,585,1751,17489,30,2021
2021-07-22,16,17824,459,1016,1194,871,7001,1012,95,3673,603,1874,17800,-25,2021
2021-07-22,17,18170,460,1010,1234,962,7021,1098,97,3719,603,1965,18169,0,2021
2021-07-22,18,18191,462,1071,1168,1024,6978,1150,96,3680,591,1922,18142,-49,2021
2021-07-22,19,17683,490,1067,1088,1050,6736,1138,92,3604,574,1880,17720,37,2021
2021-07-22,20,17153,506,1109,1052,1056,6500,1121,92,3548,553,1852,17389,236,2021
2021-07-22,21,17007,507,1154,1031,1048,6367,1092,92,3472,580,1828,17172,165,2021
2021-07-22,22,16068,505,1117,976,967,5993,1004,90,3310,549,1736,16247,179,2021
2021-07-22,23,14830,492,1066,893,887,5501,878,84,3066,510,1603,14978,149,2021
2021-07-22,24,13744,472,1032,816,839,5145,780,78,2834,455,1508,13958,215,2021
2021-07-23,1,13012,457,1001,773,790,4825,721,77,2718,425,1440,13226,214,2021
2021-07-23,2,12537,451,1004,725,759,4574,679,75,2603,409,1407,12688,151,2021
2021-07-23,3,12237,447,988,741,730,4443,657,75,2590,408,1390,12469,232,2021
2021-07-23,4,12171,439,968,738,712,4418,662,74,2548,410,1393,12363,192,2021
2021-07-23,5,12388,433,879,746,737,4503,687,75,2609,385,1421,12476,89,2021
2021-07-23,6,13001,432,906,799,781,4761,742,77,2756,404,1501,13158,157,2021
2021-07-23,7,14044,423,940,874,784,5256,810,85,2978,457,1586,14192,148,2021
2021-07-23,8,14810,406,962,930,721,5725,838,86,3181,504,1642,14994,184,2021
2021-07-23,9,15376,415,967,972,639,6153,846,88,3312,532,1662,15585,209,2021
2021-07-23,10,15914,420,967,1030,589,6464,840,89,3371,568,1704,16041,128,2021
2021-07-23,11,16472,424,956,1068,612,6767,851,88,3520,569,1744,16598,126,2021
2021-07-23,12,16912,423,982,1100,663,6890,885,88,3595,591,1790,17007,94,2021
2021-07-23,13,17409,478,988,1116,726,7031,916,89,3720,612,1831,17508,99,2021
2021-07-23,14,17562,490,1027,1153,718,7088,933,88,3769,617,1826,17710,148,2021
2021-07-23,15,17625,488,997,1152,709,7208,976,89,3803,631,1822,17875,251,2021
2021-07-23,16,18236,475,1026,1204,800,7283,1045,91,3914,657,1895,18389,153,2021
2021-07-23,17,18796,483,1046,1226,941,7348,1160,95,3995,664,1971,18928,133,2021
2021-07-23,18,18896,495,1078,1230,1070,7241,1243,97,3910,659,1974,18997,101,2021
2021-07-23,19,18682,529,1084,1186,1142,6970,1268,95,3876,653,1938,18741,59,2021
2021-07-23,20,18005,538,1069,1114,1121,6662,1220,93,3744,620,1872,18052,47,2021
2021-07-23,21,17404,531,1050,1081,1089,6520,1174,92,3638,602,1828,17605,201,2021
2021-07-23,22,16475,506,1095,1009,1004,6141,1068,90,3442,550,1726,16631,156,2021
2021-07-23,23,15141,469,1084,939,910,5676,933,85,3146,478,1576,15295,155,2021
2021-07-23,24,13980,486,1046,866,838,5257,812,80,2893,434,1479,14189,210,2021
2021-07-24,1,13138,481,1013,807,778,4909,734,77,2690,399,1412,13300,161,2021
2021-07-24,2,12524,477,1002,773,751,4624,682,73,2554,384,1368,12689,165,2021
2021-07-24,3,12146,472,979,745,727,4458,653,71,2465,379,1360,12310,164,2021
2021-07-24,4,11921,462,986,748,721,4376,643,70,2434,374,1346,12160,240,2021
2021-07-24,5,11998,452,981,738,726,4344,638,69,2400,373,1355,12076,79,2021
2021-07-24,6,11983,453,921,743,723,4404,653,70,2423,378,1376,12143,161,2021
2021-07-24,7,12548,461,923,785,724,4624,699,75,2549,409,1449,12697,149,2021
2021-07-24,8,13475,451,965,831,688,5058,780,76,2754,441,1543,13586,111,2021
2021-07-24,9,14299,403,999,901,672,5447,865,83,2991,459,1640,14459,160,2021
2021-07-24,10,15022,409,1015,976,645,5776,911,90,3174,504,1716,15216,194,2021
2021-07-24,11,15760,423,1042,1034,638,6064,967,91,3240,541,1765,15804,44,2021
2021-07-24,12,15954,449,1053,1072,641,6155,997,94,3311,555,1757,16085,131,2021
2021-07-24,13,16089,468,1042,1112,690,6137,993,95,3318,550,1752,16158,68,2021
2021-07-24,14,16044,479,1041,1131,759,6081,989,95,3277,555,1735,16143,98,2021
2021-07-24,15,16105,506,1023,1157,817,6026,980,94,3196,566,1790,16154,49,2021
2021-07-24,16,16359,522,1043,1181,882,5995,1024,91,3195,567,1869,16369,10,2021
2021-07-24,17,16683,525,1016,1175,1003,6011,1078,85,3299,564,1916,16671,-12,2021
2021-07-24,18,16601,537,1036,1156,1033,6024,1086,87,3262,561,1904,16685,85,2021
2021-07-24,19,16403,559,1092,1127,998,5950,1065,91,3239,538,1854,16514,110,2021
2021-07-24,20,16101,558,1115,1105,982,5853,1053,84,3194,520,1815,16281,180,2021
2021-07-24,21,16399,548,1052,1104,943,5868,1036,90,3214,520,1795,16169,-230,2021
2021-07-24,22,15704,541,1002,1020,891,5676,984,87,3157,495,1738,15592,-112,2021
2021-07-24,23,14718,525,972,955,814,5340,878,84,2968,463,1658,14657,-61,2021
2021-07-24,24,13806,502,1001,888,754,5032,787,78,2763,430,1581,13816,10,2021
2021-07-25,1,13198,490,1009,840,710,4786,722,78,2629,407,1492,13162,-37,2021
2021-07-25,2,12755,476,1004,818,688,4566,678,75,2562,391,1440,12697,-59,2021
2021-07-25,3,12308,468,988,807,676,4375,654,75,2481,413,1407,12345,37,2021
2021-07-25,4,12274,463,991,785,672,4303,648,76,2432,442,1405,12217,-57,2021
2021-07-25,5,12367,460,953,811,682,4257,658,78,2439,397,1413,12148,-220,2021
2021-07-25,6,12271,456,947,817,706,4303,676,80,2453,376,1431,12245,-26,2021
2021-07-25,7,12885,457,899,852,742,4565,727,84,2586,411,1486,12810,-75,2021
2021-07-25,8,13885,469,934,905,753,5002,804,88,2826,463,1572,13816,-69,2021
2021-07-25,9,14814,480,951,1007,765,5478,881,93,3080,520,1643,14899,85,2021
2021-07-25,10,15872,488,972,1056,792,5939,929,92,3304,557,1730,15859,-13,2021
2021-07-25,11,16823,499,966,1137,817,6423,966,93,3499,589,1824,16813,-10,2021
2021-07-25,12,17395,514,972,1164,794,6797,1001,92,3636,615,1880,17465,70,2021
2021-07-25,13,17827,518,970,1178,787,7028,1028,91,3719,630,1927,17877,49,2021
2021-07-25,14,18055,521,967,1195,780,7180,1047,92,3719,653,1955,18108,53,2021
2021-07-25,15,18200,523,982,1218,827,7273,1088,95,3765,672,2004,18447,247,2021
2021-07-25,16,18805,525,988,1255,939,7376,1178,98,3885,695,2089,19028,223,2021
2021-07-25,17,19578,518,1002,1326,1096,7437,1275,101,3995,717,2193,19661,83,2021
2021-07-25,18,19828,526,1028,1360,1200,7430,1331,102,4017,710,2229,19934,106,2021
2021-07-25,19,19659,534,1028,1311,1221,7238,1318,101,3965,688,2228,19631,-28,2021
2021-07-25,20,18899,533,1112,1235,1179,6903,1248,99,3810,651,2153,18924,24,2021
2021-07-25,21,18321,523,1140,1184,1177,6736,1202,96,3725,633,2092,18507,187,2021
2021-07-25,22,17358,536,1108,1088,1089,6384,1093,91,3539,592,1970,17490,132,2021
2021-07-25,23,16094,527,1065,991,980,5893,950,85,3259,539,1815,16104,11,2021
2021-07-25,24,14813,497,1017,902,884,5417,822,82,3037,489,1669,14816,3,2021
2021-07-26,1,13696,479,980,832,832,5053,754,79,2810,451,1555,13825,128,2021
2021-07-26,2,13254,469,974,806,806,4792,715,76,2730,422,1491,13282,28,2021
2021-07-26,3,12788,454,964,773,773,4613,686,75,2662,399,1454,12853,66,2021
2021-07-26,4,12659,448,919,796,765,4559,681,76,2685,400,1452,12781,122,2021
2021-07-26,5,12932,441,879,802,775,4735,708,78,2740,419,1483,13060,128,2021
2021-07-26,6,13602,449,924,875,810,5009,769,80,2873,448,1564,13801,199,2021
2021-07-26,7,14755,436,977,949,832,5581,852,86,3138,473,1665,14989,234,2021
2021-07-26,8,16042,452,989,1023,804,6218,927,92,3414,539,1769,16227,185,2021
2021-07-26,9,17251,465,972,1096,766,6855,978,94,3614,594,1858,17292,42,2021
2021-07-26,10,18172,479,960,1139,744,7349,1025,93,3810,605,1931,18135,-36,2021
2021-07-26,11,18955,474,962,1182,729,7713,1061,94,4011,671,1998,18894,-61,2021
